Feature,clusternum,cluster_name
Cells_Texture_Entropy_BODIPYRNA_10_00_256,415,Cells_Texture_DifferenceVariance_BODIPYRNA_10_03_256
Cells_Texture_Entropy_BODIPYRNA_10_01_256,445,Cells_Intensity_MADIntensity_BODIPYRNA
Cells_Texture_Entropy_BODIPYRNA_10_02_256,404,Cells_Texture_AngularSecondMoment_BODIPYRNA_10_02_256
Cells_Texture_Entropy_BODIPYRNA_10_03_256,445,Cells_Intensity_MADIntensity_BODIPYRNA
Cells_Texture_Entropy_BODIPYRNA_20_00_256,602,Cells_Texture_Entropy_BODIPYRNA_20_00_256
Cells_Texture_Entropy_BODIPYRNA_20_01_256,616,Cells_Texture_Entropy_BODIPYRNA_20_01_256
Cells_Texture_Entropy_BODIPYRNA_20_02_256,602,Cells_Texture_Entropy_BODIPYRNA_20_00_256
Cells_Texture_Entropy_BODIPYRNA_20_03_256,614,Cells_Texture_Entropy_BODIPYRNA_20_03_256
Cells_Texture_Entropy_BODIPYRNA_5_00_256,410,Cells_Texture_DifferenceVariance_BODIPYRNA_10_00_256
Cells_Texture_Entropy_BODIPYRNA_5_01_256,405,Cells_Texture_AngularSecondMoment_BODIPYRNA_5_01_256
Cells_Texture_Entropy_BODIPYRNA_5_02_256,404,Cells_Texture_AngularSecondMoment_BODIPYRNA_10_02_256
Cells_Texture_Entropy_BODIPYRNA_5_03_256,415,Cells_Texture_DifferenceVariance_BODIPYRNA_10_03_256
Cells_Texture_Entropy_DNA_10_00_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_10_01_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_10_02_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_10_03_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_20_00_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cells_Texture_Entropy_DNA_20_01_256,755,Cells_Texture_Entropy_DNA_20_01_256
Cells_Texture_Entropy_DNA_20_02_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cells_Texture_Entropy_DNA_20_03_256,753,Cells_Texture_Entropy_DNA_20_03_256
Cells_Texture_Entropy_DNA_5_00_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_5_01_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_5_02_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_DNA_5_03_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_Entropy_Mito_10_00_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_10_01_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_10_02_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_10_03_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_20_00_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cells_Texture_Entropy_Mito_20_01_256,620,Cells_Texture_Entropy_Mito_20_01_256
Cells_Texture_Entropy_Mito_20_02_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cells_Texture_Entropy_Mito_20_03_256,621,Cells_Texture_Entropy_Mito_20_03_256
Cells_Texture_Entropy_Mito_5_00_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_5_01_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_5_02_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_Entropy_Mito_5_03_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cells_Texture_InfoMeas1_AGP_10_00_256,210,Cells_RadialDistribution_RadialCV_DNA_4of4
Cells_Texture_InfoMeas1_AGP_10_01_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_10_02_256,209,Cells_Texture_InfoMeas1_AGP_10_02_256
Cells_Texture_InfoMeas1_AGP_10_03_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_20_00_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_20_01_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_20_02_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_20_03_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas1_AGP_5_00_256,336,Cells_Texture_InfoMeas1_AGP_5_00_256
Cells_Texture_InfoMeas1_AGP_5_01_256,315,Cells_Texture_InfoMeas1_AGP_5_01_256
Cells_Texture_InfoMeas1_AGP_5_02_256,672,Cells_Texture_InfoMeas1_AGP_5_02_256
Cells_Texture_InfoMeas1_AGP_5_03_256,229,Cells_Texture_InfoMeas1_AGP_5_03_256
Cells_Texture_InfoMeas1_BODIPYRNA_10_00_256,369,Cells_Texture_InfoMeas1_BODIPYRNA_10_00_256
Cells_Texture_InfoMeas1_BODIPYRNA_10_01_256,37,Cells_Texture_InfoMeas1_BODIPYRNA_10_01_256
Cells_Texture_InfoMeas1_BODIPYRNA_10_02_256,739,Cells_Texture_InfoMeas1_BODIPYRNA_10_02_256
Cells_Texture_InfoMeas1_BODIPYRNA_10_03_256,228,Cells_Texture_InfoMeas1_BODIPYRNA_10_03_256
Cells_Texture_InfoMeas1_BODIPYRNA_20_00_256,40,Cells_Texture_InfoMeas1_BODIPYRNA_20_00_256
Cells_Texture_InfoMeas1_BODIPYRNA_20_01_256,48,Cells_Texture_InfoMeas1_BODIPYRNA_20_01_256
Cells_Texture_InfoMeas1_BODIPYRNA_20_02_256,50,Cells_Texture_InfoMeas1_BODIPYRNA_20_02_256
Cells_Texture_InfoMeas1_BODIPYRNA_20_03_256,65,Cells_Texture_InfoMeas1_BODIPYRNA_20_03_256
Cells_Texture_InfoMeas1_BODIPYRNA_5_00_256,160,Cells_Texture_InfoMeas1_BODIPYRNA_5_00_256
Cells_Texture_InfoMeas1_BODIPYRNA_5_01_256,719,Cells_Texture_InfoMeas1_BODIPYRNA_5_01_256
Cells_Texture_InfoMeas1_BODIPYRNA_5_02_256,727,Cells_Texture_InfoMeas1_BODIPYRNA_5_02_256
Cells_Texture_InfoMeas1_BODIPYRNA_5_03_256,116,Cells_Texture_InfoMeas1_BODIPYRNA_5_03_256
Cells_Texture_InfoMeas1_DNA_10_00_256,59,Cells_Texture_InfoMeas1_DNA_10_00_256
Cells_Texture_InfoMeas1_DNA_10_01_256,22,Cells_Texture_InfoMeas1_DNA_10_01_256
Cells_Texture_InfoMeas1_DNA_10_02_256,36,Cells_Texture_InfoMeas1_DNA_10_02_256
Cells_Texture_InfoMeas1_DNA_10_03_256,42,Cells_Texture_InfoMeas1_DNA_10_03_256
Cells_Texture_InfoMeas1_DNA_20_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InfoMeas1_DNA_20_01_256,796,Cells_Texture_InfoMeas1_DNA_20_01_256
Cells_Texture_InfoMeas1_DNA_20_02_256,26,Cells_Intensity_MaxIntensityEdge_DNA
Cells_Texture_InfoMeas1_DNA_20_03_256,796,Cells_Texture_InfoMeas1_DNA_20_01_256
Cells_Texture_InfoMeas1_DNA_5_00_256,379,Cells_Texture_InfoMeas1_DNA_5_00_256
Cells_Texture_InfoMeas1_DNA_5_01_256,363,Cells_Texture_InfoMeas1_DNA_5_01_256
Cells_Texture_InfoMeas1_DNA_5_02_256,745,Cells_Texture_InfoMeas1_DNA_5_02_256
Cells_Texture_InfoMeas1_DNA_5_03_256,724,Cells_Texture_InfoMeas1_DNA_5_03_256
Cells_Texture_InfoMeas1_Mito_10_00_256,335,Cells_Texture_InfoMeas1_Mito_10_00_256
Cells_Texture_InfoMeas1_Mito_10_01_256,340,Cells_Texture_InfoMeas1_Mito_10_01_256
Cells_Texture_InfoMeas1_Mito_10_02_256,521,Cells_Texture_InfoMeas1_Mito_10_02_256
Cells_Texture_InfoMeas1_Mito_10_03_256,325,Cells_Texture_InfoMeas1_Mito_10_03_256
Cells_Texture_InfoMeas1_Mito_20_00_256,341,Cells_Texture_InfoMeas1_Mito_20_00_256
Cells_Texture_InfoMeas1_Mito_20_01_256,203,Cells_Texture_InfoMeas1_Mito_20_01_256
Cells_Texture_InfoMeas1_Mito_20_02_256,327,Cells_Texture_InfoMeas1_Mito_20_02_256
Cells_Texture_InfoMeas1_Mito_20_03_256,189,Cells_Texture_InfoMeas1_Mito_20_03_256
Cells_Texture_InfoMeas1_Mito_5_00_256,150,Cells_Texture_InfoMeas1_Mito_5_00_256
Cells_Texture_InfoMeas1_Mito_5_01_256,628,Cells_Texture_InfoMeas1_Mito_5_01_256
Cells_Texture_InfoMeas1_Mito_5_02_256,726,Cells_Texture_InfoMeas1_Mito_5_02_256
Cells_Texture_InfoMeas1_Mito_5_03_256,488,Cells_Texture_InfoMeas1_Mito_5_03_256
Cells_Texture_InfoMeas2_AGP_10_00_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas2_AGP_10_01_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas2_AGP_10_02_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas2_AGP_10_03_256,100,Cells_Intensity_StdIntensity_AGP
Cells_Texture_InfoMeas2_AGP_20_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InfoMeas2_AGP_20_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InfoMeas2_AGP_20_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InfoMeas2_AGP_20_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InfoMeas2_AGP_5_00_256,226,Cells_Texture_InfoMeas2_AGP_5_00_256
Cells_Texture_InfoMeas2_AGP_5_01_256,209,Cells_Texture_InfoMeas1_AGP_10_02_256
Cells_Texture_InfoMeas2_AGP_5_02_256,670,Cells_Texture_InfoMeas2_AGP_5_02_256
Cells_Texture_InfoMeas2_AGP_5_03_256,109,Cells_Texture_InfoMeas2_AGP_5_03_256
Cells_Texture_InfoMeas2_BODIPYRNA_10_00_256,370,Cells_Texture_InfoMeas2_BODIPYRNA_10_00_256
Cells_Texture_InfoMeas2_BODIPYRNA_10_01_256,422,Cells_Texture_InfoMeas2_BODIPYRNA_10_01_256
Cells_Texture_InfoMeas2_BODIPYRNA_10_02_256,740,Cells_Texture_InfoMeas2_BODIPYRNA_10_02_256
Cells_Texture_InfoMeas2_BODIPYRNA_10_03_256,228,Cells_Texture_InfoMeas1_BODIPYRNA_10_03_256
Cells_Texture_InfoMeas2_BODIPYRNA_20_00_256,41,Cells_Texture_InfoMeas2_BODIPYRNA_20_00_256
Cells_Texture_InfoMeas2_BODIPYRNA_20_01_256,49,Cells_Texture_InfoMeas2_BODIPYRNA_20_01_256
Cells_Texture_InfoMeas2_BODIPYRNA_20_02_256,194,Cells_Texture_InfoMeas2_BODIPYRNA_20_02_256
Cells_Texture_InfoMeas2_BODIPYRNA_20_03_256,28,Cells_Texture_InfoMeas2_BODIPYRNA_20_03_256
Cells_Texture_InfoMeas2_BODIPYRNA_5_00_256,161,Cells_Texture_InfoMeas2_BODIPYRNA_5_00_256
Cells_Texture_InfoMeas2_BODIPYRNA_5_01_256,721,Cells_Texture_InfoMeas2_BODIPYRNA_5_01_256
Cells_Texture_InfoMeas2_BODIPYRNA_5_02_256,731,Cells_Texture_InfoMeas2_BODIPYRNA_5_02_256
Cells_Texture_InfoMeas2_BODIPYRNA_5_03_256,118,Cells_Texture_InfoMeas2_BODIPYRNA_5_03_256
Cells_Texture_InfoMeas2_DNA_10_00_256,20,Cells_Texture_InfoMeas2_DNA_10_00_256
Cells_Texture_InfoMeas2_DNA_10_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InfoMeas2_DNA_10_02_256,22,Cells_Texture_InfoMeas1_DNA_10_01_256
Cells_Texture_InfoMeas2_DNA_10_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InfoMeas2_DNA_20_00_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_InfoMeas2_DNA_20_01_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cells_Texture_InfoMeas2_DNA_20_02_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_InfoMeas2_DNA_20_03_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cells_Texture_InfoMeas2_DNA_5_00_256,15,Cells_Texture_InfoMeas2_DNA_5_00_256
Cells_Texture_InfoMeas2_DNA_5_01_256,801,Cells_Texture_InfoMeas2_DNA_5_01_256
Cells_Texture_InfoMeas2_DNA_5_02_256,791,Cells_Texture_InfoMeas2_DNA_5_02_256
Cells_Texture_InfoMeas2_DNA_5_03_256,20,Cells_Texture_InfoMeas2_DNA_10_00_256
Cells_Texture_InfoMeas2_Mito_10_00_256,500,Cells_Texture_InfoMeas2_Mito_10_00_256
Cells_Texture_InfoMeas2_Mito_10_01_256,518,Cells_Texture_InfoMeas2_Mito_10_01_256
Cells_Texture_InfoMeas2_Mito_10_02_256,524,Cells_Texture_InfoMeas2_Mito_10_02_256
Cells_Texture_InfoMeas2_Mito_10_03_256,517,Cells_Texture_InfoMeas2_Mito_10_03_256
Cells_Texture_InfoMeas2_Mito_20_00_256,518,Cells_Texture_InfoMeas2_Mito_10_01_256
Cells_Texture_InfoMeas2_Mito_20_01_256,339,Cells_Texture_InfoMeas2_Mito_20_01_256
Cells_Texture_InfoMeas2_Mito_20_02_256,517,Cells_Texture_InfoMeas2_Mito_10_03_256
Cells_Texture_InfoMeas2_Mito_20_03_256,324,Cells_Texture_InfoMeas2_Mito_20_03_256
Cells_Texture_InfoMeas2_Mito_5_00_256,150,Cells_Texture_InfoMeas1_Mito_5_00_256
Cells_Texture_InfoMeas2_Mito_5_01_256,628,Cells_Texture_InfoMeas1_Mito_5_01_256
Cells_Texture_InfoMeas2_Mito_5_02_256,725,Cells_Texture_InfoMeas2_Mito_5_02_256
Cells_Texture_InfoMeas2_Mito_5_03_256,488,Cells_Texture_InfoMeas1_Mito_5_03_256
Cells_Texture_InverseDifferenceMoment_AGP_10_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InverseDifferenceMoment_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InverseDifferenceMoment_AGP_20_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InverseDifferenceMoment_AGP_20_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_20_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cells_Texture_InverseDifferenceMoment_AGP_20_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_InverseDifferenceMoment_AGP_5_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_AGP_5_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256,35,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_01_256,193,Cells_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256,192,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_03_256,417,Cells_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_20_00_256,35,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_20_01_256,193,Cells_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_20_02_256,192,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_20_03_256,422,Cells_Texture_InfoMeas2_BODIPYRNA_10_01_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_5_00_256,35,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_5_01_256,193,Cells_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_5_02_256,192,Cells_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256
Cells_Texture_InverseDifferenceMoment_BODIPYRNA_5_03_256,417,Cells_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cells_Texture_InverseDifferenceMoment_DNA_10_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_10_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_10_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_10_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_20_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_20_01_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_InverseDifferenceMoment_DNA_20_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_20_03_256,24,Cells_Texture_Entropy_DNA_10_00_256
Cells_Texture_InverseDifferenceMoment_DNA_5_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_5_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_5_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_DNA_5_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_InverseDifferenceMoment_Mito_10_00_256,520,Cells_Texture_InverseDifferenceMoment_Mito_10_00_256
Cells_Texture_InverseDifferenceMoment_Mito_10_01_256,512,Cells_Texture_DifferenceEntropy_Mito_5_01_256
Cells_Texture_InverseDifferenceMoment_Mito_10_02_256,514,Cells_Texture_InverseDifferenceMoment_Mito_10_02_256
Cells_Texture_InverseDifferenceMoment_Mito_10_03_256,493,Cells_Texture_DifferenceEntropy_Mito_5_03_256
Cells_Texture_InverseDifferenceMoment_Mito_20_00_256,520,Cells_Texture_InverseDifferenceMoment_Mito_10_00_256
Cells_Texture_InverseDifferenceMoment_Mito_20_01_256,509,Cells_Texture_InverseDifferenceMoment_Mito_20_01_256
Cells_Texture_InverseDifferenceMoment_Mito_20_02_256,514,Cells_Texture_InverseDifferenceMoment_Mito_10_02_256
Cells_Texture_InverseDifferenceMoment_Mito_20_03_256,508,Cells_Texture_InverseDifferenceMoment_Mito_20_03_256
Cells_Texture_InverseDifferenceMoment_Mito_5_00_256,520,Cells_Texture_InverseDifferenceMoment_Mito_10_00_256
Cells_Texture_InverseDifferenceMoment_Mito_5_01_256,515,Cells_Texture_InverseDifferenceMoment_Mito_5_01_256
Cells_Texture_InverseDifferenceMoment_Mito_5_02_256,514,Cells_Texture_InverseDifferenceMoment_Mito_10_02_256
Cells_Texture_InverseDifferenceMoment_Mito_5_03_256,508,Cells_Texture_InverseDifferenceMoment_Mito_20_03_256
Cells_Texture_SumAverage_AGP_10_00_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_10_01_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_10_02_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_10_03_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_20_00_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_20_01_256,129,Cells_Intensity_IntegratedIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_20_02_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_20_03_256,129,Cells_Intensity_IntegratedIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_5_00_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_5_01_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_5_02_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_AGP_5_03_256,77,Cells_Intensity_MaxIntensityEdge_AGP
Cells_Texture_SumAverage_BODIPYRNA_10_00_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_10_01_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_10_02_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_10_03_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_20_00_256,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Cells_Texture_SumAverage_BODIPYRNA_20_01_256,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Cells_Texture_SumAverage_BODIPYRNA_20_02_256,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Cells_Texture_SumAverage_BODIPYRNA_20_03_256,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Cells_Texture_SumAverage_BODIPYRNA_5_00_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_5_01_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_5_02_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_BODIPYRNA_5_03_256,793,Cells_Intensity_MeanIntensity_BODIPYRNA
Cells_Texture_SumAverage_DNA_10_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_10_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_10_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_10_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_20_00_256,26,Cells_Intensity_MaxIntensityEdge_DNA
Cells_Texture_SumAverage_DNA_20_01_256,762,Cells_Texture_DifferenceEntropy_DNA_20_01_256
Cells_Texture_SumAverage_DNA_20_02_256,26,Cells_Intensity_MaxIntensityEdge_DNA
Cells_Texture_SumAverage_DNA_20_03_256,808,Cells_Texture_DifferenceEntropy_DNA_20_03_256
Cells_Texture_SumAverage_DNA_5_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_5_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_5_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_DNA_5_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cells_Texture_SumAverage_Mito_10_00_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_10_01_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_10_02_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_10_03_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_20_00_256,750,Cells_Texture_SumAverage_Mito_20_00_256
Cells_Texture_SumAverage_Mito_20_01_256,750,Cells_Texture_SumAverage_Mito_20_00_256
Cells_Texture_SumAverage_Mito_20_02_256,750,Cells_Texture_SumAverage_Mito_20_00_256
Cells_Texture_SumAverage_Mito_20_03_256,750,Cells_Texture_SumAverage_Mito_20_00_256
Cells_Texture_SumAverage_Mito_5_00_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_5_01_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_5_02_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumAverage_Mito_5_03_256,785,Cells_Intensity_MeanIntensity_Mito
Cells_Texture_SumEntropy_AGP_10_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_10_01_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_10_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_20_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_20_01_256,75,Cells_Texture_Entropy_AGP_20_01_256
Cells_Texture_SumEntropy_AGP_20_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_20_03_256,74,Cells_Texture_Contrast_AGP_20_03_256
Cells_Texture_SumEntropy_AGP_5_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_5_01_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_5_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_AGP_5_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cells_Texture_SumEntropy_BODIPYRNA_10_00_256,438,Cells_Texture_SumEntropy_BODIPYRNA_10_00_256
Cells_Texture_SumEntropy_BODIPYRNA_10_01_256,467,Cells_Texture_SumEntropy_BODIPYRNA_10_01_256
Cells_Texture_SumEntropy_BODIPYRNA_10_02_256,447,Cells_Texture_Contrast_BODIPYRNA_20_00_256
Cells_Texture_SumEntropy_BODIPYRNA_10_03_256,456,Cells_Texture_SumEntropy_BODIPYRNA_10_03_256
Cells_Texture_SumEntropy_BODIPYRNA_20_00_256,606,Cells_Texture_SumEntropy_BODIPYRNA_20_00_256
Cells_Texture_SumEntropy_BODIPYRNA_20_01_256,616,Cells_Texture_Entropy_BODIPYRNA_20_01_256
Cells_Texture_SumEntropy_BODIPYRNA_20_02_256,615,Cells_Texture_SumEntropy_BODIPYRNA_20_02_256
Cells_Texture_SumEntropy_BODIPYRNA_20_03_256,614,Cells_Texture_Entropy_BODIPYRNA_20_03_256
Cells_Texture_SumEntropy_BODIPYRNA_5_00_256,445,Cells_Intensity_MADIntensity_BODIPYRNA
Cells_Texture_SumEntropy_BODIPYRNA_5_01_256,445,Cells_Intensity_MADIntensity_BODIPYRNA
